r_id,show_id,hall_id,r_date,r_time
735,26,350,2016-08-25,07:39:00
736,212,199,2016-11-02,07:26:00
737,400,427,2016-12-06,14:26:00
738,423,114,2016-08-25,10:58:00
739,165,342,2016-11-21,00:54:00
740,403,100,2016-09-27,00:05:00
741,471,52,2016-11-12,02:31:00
742,376,206,2016-10-10,22:00:00
743,338,69,2016-08-25,00:51:00
744,279,69,2016-11-01,06:03:00
745,17,286,2016-10-05,22:23:00
746,454,467,2016-10-06,00:30:00
747,62,497,2016-12-21,01:16:00
748,184,96,2016-12-31,00:43:00
749,460,325,2016-12-17,22:39:00
750,114,374,2016-08-25,02:32:00
751,62,466,2016-10-13,00:17:00
752,418,322,2016-08-30,16:47:00
753,422,438,2016-10-01,12:52:00
754,458,169,2016-08-28,07:56:00
755,339,146,2016-12-16,10:03:00
756,202,116,2016-10-06,21:50:00
757,288,240,2016-09-23,06:26:00
758,347,30,2016-11-09,20:17:00
759,260,325,2016-12-10,12:39:00
760,233,50,2016-10-31,01:04:00
761,470,124,2016-09-04,17:42:00
762,366,166,2016-08-02,19:32:00
763,491,298,2016-09-22,13:40:00
764,489,276,2016-11-23,13:45:00
765,295,287,2016-12-22,01:26:00
766,216,64,2016-11-20,08:53:00
767,27,130,2016-12-06,06:14:00
768,74,471,2016-08-06,10:43:00
769,343,198,2016-11-05,08:48:00
770,88,210,2016-09-08,21:06:00
771,205,192,2016-12-01,01:25:00
772,490,316,2016-11-13,21:21:00
773,230,429,2016-09-30,08:55:00
774,251,130,2016-10-19,17:48:00
775,316,93,2016-09-27,07:25:00
776,1,416,2016-11-20,03:33:00
777,5,141,2016-08-03,19:24:00
778,149,95,2016-09-26,00:59:00
779,19,338,2016-11-20,12:18:00
780,356,164,2016-08-27,09:15:00
781,248,349,2016-11-09,03:02:00
782,497,412,2016-10-29,01:51:00
783,368,374,2016-11-05,03:10:00
784,499,95,2016-08-21,19:28:00
785,413,383,2016-08-14,10:45:00
786,210,496,2016-08-06,03:19:00
787,392,308,2016-09-06,21:47:00
788,489,2,2016-11-22,15:39:00
789,386,282,2016-12-21,12:39:00
790,93,234,2016-08-02,16:05:00
791,380,272,2016-08-12,12:27:00
792,281,136,2016-12-04,00:10:00
793,363,473,2016-09-21,10:32:00
794,261,191,2016-11-07,20:35:00
795,295,330,2016-09-26,23:36:00
796,4,36,2016-11-06,15:11:00
797,216,217,2016-08-04,03:49:00
798,432,331,2016-08-10,05:58:00
799,37,93,2016-08-14,18:08:00
800,299,431,2016-12-20,20:42:00
801,305,323,2016-09-30,20:51:00
802,225,208,2016-10-11,14:13:00
803,366,62,2016-09-24,05:16:00
804,499,11,2016-09-07,18:43:00
805,151,254,2016-11-21,19:50:00
806,299,419,2016-09-02,03:18:00
807,246,91,2016-09-15,19:16:00
808,144,318,2016-11-26,11:26:00
809,132,469,2016-08-05,16:41:00
810,295,160,2016-10-06,14:26:00
811,346,451,2016-12-02,08:49:00
812,198,10,2016-11-25,22:56:00
813,118,225,2016-12-24,18:18:00
814,8,294,2016-11-12,01:00:00
815,394,471,2016-12-07,12:56:00
816,370,209,2016-08-24,18:26:00
817,493,111,2016-11-07,18:35:00
818,393,398,2016-08-21,23:21:00
819,68,56,2016-12-02,11:18:00
820,430,81,2016-11-22,01:53:00
821,97,342,2016-11-18,16:23:00
822,465,179,2016-09-07,22:51:00
823,306,204,2016-09-05,07:50:00
824,2,484,2016-09-11,09:37:00
825,158,200,2016-09-08,06:12:00
826,227,186,2016-10-06,22:47:00
827,271,459,2016-11-27,16:19:00
828,147,88,2016-10-27,08:19:00
829,254,39,2016-10-17,07:26:00
830,275,222,2016-09-22,06:24:00
831,56,223,2016-12-25,19:09:00
832,25,447,2016-09-24,17:30:00
833,40,3,2016-12-25,10:35:00
834,104,455,2016-12-27,17:41:00
835,345,230,2016-10-04,12:01:00
836,115,171,2016-08-17,03:47:00
837,173,317,2016-09-09,00:35:00
838,244,84,2016-09-03,23:41:00
839,59,263,2016-10-16,19:45:00
840,150,362,2016-11-19,20:56:00
841,278,58,2016-11-19,16:16:00
842,212,168,2016-09-26,00:24:00
843,443,300,2016-11-04,21:50:00
844,356,389,2016-10-12,10:24:00
845,148,348,2016-10-29,10:54:00
846,460,37,2016-09-01,23:29:00
847,497,326,2016-08-13,16:04:00
848,51,383,2016-08-21,23:25:00
849,55,488,2016-08-05,04:48:00
850,460,206,2016-09-08,07:18:00
851,292,283,2016-11-12,15:16:00
852,142,336,2016-09-03,00:57:00
853,267,207,2016-11-22,19:45:00
854,203,243,2016-08-07,18:50:00
855,377,298,2016-11-06,16:06:00
856,189,288,2016-11-11,08:08:00
857,331,361,2016-10-16,13:23:00
858,309,210,2016-08-20,12:39:00
859,271,34,2016-09-12,15:10:00
860,234,240,2016-10-06,04:45:00
861,463,418,2016-10-20,19:57:00
862,19,73,2016-10-10,19:09:00
863,491,138,2016-09-14,19:58:00
864,410,381,2016-12-31,06:39:00
865,90,364,2016-10-18,06:49:00
866,39,482,2016-10-11,01:46:00
867,181,310,2016-10-05,18:42:00
868,150,37,2016-09-16,07:31:00
869,188,447,2016-12-23,16:42:00
870,384,341,2016-12-01,22:23:00
871,344,60,2016-10-10,10:10:00
872,44,417,2016-10-31,00:13:00
873,477,326,2016-11-28,11:01:00
874,156,420,2016-09-09,03:29:00
875,100,210,2016-11-24,13:08:00
876,233,262,2016-09-18,04:53:00
877,323,24,2016-08-27,08:20:00
878,430,151,2016-08-27,23:28:00
879,324,273,2016-11-23,19:44:00
880,124,204,2016-08-21,03:03:00
881,61,27,2016-12-06,01:43:00
882,49,497,2016-10-20,06:01:00
883,332,157,2016-12-06,10:46:00
884,235,254,2016-09-23,13:48:00
885,420,420,2016-12-29,20:46:00
886,121,432,2016-12-29,04:07:00
887,427,86,2016-12-12,17:33:00
888,44,150,2016-11-17,15:05:00
889,114,473,2016-09-17,15:08:00
890,192,366,2016-10-01,01:29:00
891,97,105,2016-08-03,05:47:00
892,232,354,2016-08-20,07:47:00
893,27,256,2016-08-18,19:44:00
894,360,313,2016-12-20,23:34:00
895,82,9,2016-08-16,07:27:00
896,332,118,2016-09-07,04:56:00
897,350,204,2016-11-12,11:53:00
898,232,320,2016-11-29,22:24:00
899,396,245,2016-08-24,04:34:00
900,432,136,2016-08-15,03:56:00
901,329,318,2016-12-14,02:59:00
902,127,238,2016-11-27,06:51:00
903,462,406,2016-10-12,04:54:00
904,97,1,2016-12-06,07:34:00
905,57,454,2016-11-12,19:43:00
906,174,155,2016-10-16,01:15:00
907,336,37,2016-11-30,20:37:00
908,258,72,2016-09-26,06:20:00
909,237,229,2016-09-28,03:39:00
910,448,161,2016-09-30,18:22:00
911,428,341,2016-11-13,02:24:00
912,500,40,2016-09-16,23:22:00
913,331,103,2016-08-27,17:58:00
914,232,84,2016-08-27,07:12:00
915,360,264,2016-09-07,19:03:00
916,37,44,2016-11-20,04:35:00
917,123,187,2016-10-07,09:26:00
918,219,354,2016-08-22,20:51:00
919,435,41,2016-09-16,19:58:00
920,30,21,2016-11-18,21:16:00
921,26,250,2016-10-13,01:18:00
922,374,89,2016-12-15,15:08:00
923,55,430,2016-10-24,12:20:00
924,66,232,2016-08-25,09:20:00
925,322,88,2016-12-27,07:03:00
926,427,153,2016-09-08,21:19:00
927,392,271,2016-12-11,07:58:00
928,55,116,2016-09-08,22:16:00
929,128,287,2016-12-23,15:46:00
930,172,78,2016-08-09,12:12:00
931,287,36,2016-12-13,16:07:00
932,493,287,2016-10-27,16:54:00
933,28,479,2016-08-30,13:18:00
934,389,42,2016-12-17,17:50:00
935,416,423,2016-09-01,02:15:00
936,97,436,2016-12-10,21:05:00
937,55,226,2016-12-05,11:08:00
938,463,288,2016-08-06,19:31:00
939,336,102,2016-10-20,16:54:00
940,365,120,2016-11-06,01:46:00
941,388,329,2016-12-22,15:41:00
942,201,203,2016-10-22,10:47:00
943,410,470,2016-11-12,12:45:00
944,498,331,2016-08-18,14:53:00
945,300,481,2016-08-12,19:41:00
946,292,137,2016-12-23,14:02:00
947,441,420,2016-10-21,09:44:00
948,416,22,2016-12-30,17:36:00
949,496,296,2016-09-02,15:48:00
950,44,82,2016-10-16,20:31:00
951,488,122,2016-11-19,01:21:00
952,167,476,2016-10-25,04:15:00
953,425,251,2016-08-30,22:06:00
954,272,338,2016-08-13,15:19:00
955,480,6,2016-09-18,02:18:00
956,498,456,2016-08-13,11:47:00
957,358,384,2016-09-28,00:06:00
958,451,415,2016-08-14,23:53:00
959,159,14,2016-10-17,22:03:00
960,365,185,2016-08-31,17:07:00
961,372,451,2016-12-15,17:26:00
962,289,149,2016-12-19,16:45:00
963,470,445,2016-09-23,01:23:00
964,341,304,2016-11-27,23:07:00
965,182,265,2016-11-26,09:37:00
966,293,82,2016-12-16,04:22:00
967,313,169,2016-08-22,08:06:00
968,65,34,2016-10-19,07:49:00
969,258,26,2016-11-12,10:54:00
970,22,112,2016-10-24,21:48:00
971,332,278,2016-08-21,23:34:00
972,43,133,2016-09-13,19:12:00
973,326,398,2016-09-09,03:31:00
974,158,2,2016-11-26,05:08:00
975,399,449,2016-12-07,16:36:00
976,265,488,2016-12-09,10:32:00
977,235,135,2016-10-20,02:43:00
978,165,151,2016-12-08,12:21:00
979,234,52,2016-12-09,16:38:00
980,18,208,2016-12-27,03:38:00
981,494,35,2016-12-30,19:07:00
982,177,278,2016-08-10,16:26:00
983,176,415,2016-09-11,19:02:00
984,268,130,2016-12-20,13:32:00
985,117,456,2016-08-21,09:01:00
986,436,190,2016-09-19,00:00:00
987,211,220,2016-09-12,14:30:00
988,350,445,2016-08-02,01:50:00
989,161,207,2016-09-28,23:12:00
990,493,79,2016-10-09,18:14:00
991,390,387,2016-09-14,11:03:00
992,84,49,2016-10-20,03:06:00
993,64,427,2016-12-23,05:40:00
994,116,13,2016-08-25,05:57:00
995,45,150,2016-11-24,00:43:00
996,112,208,2016-10-12,21:10:00
997,426,263,2016-09-07,02:15:00
998,57,358,2016-09-07,19:30:00
999,200,42,2016-09-29,22:50:00
1000,337,454,2016-11-16,12:11:00
1001,806,595,2016-09-09,18:07:00
1002,528,778,2016-12-03,14:14:00
1003,775,705,2016-10-19,20:37:00
1004,580,658,2016-11-06,08:23:00
1005,790,629,2016-09-09,07:31:00
1006,541,849,2016-09-06,05:57:00
1007,533,966,2016-09-17,21:00:00
1008,512,782,2016-11-05,07:35:00
1009,823,906,2016-10-16,03:04:00
1010,775,809,2016-09-17,13:17:00
1011,756,972,2016-08-29,21:20:00
1012,690,626,2016-11-09,16:46:00
1013,962,857,2016-11-05,14:48:00
1014,918,531,2016-11-29,12:27:00
1015,729,690,2016-12-02,18:14:00
1016,570,997,2016-10-10,21:05:00
1017,861,715,2016-10-28,17:03:00
1018,574,601,2016-10-04,07:35:00
1019,783,721,2016-10-27,10:26:00
1020,754,718,2016-09-27,20:04:00
1021,573,773,2016-11-22,19:03:00
1022,705,982,2016-09-12,16:15:00
1023,785,599,2016-08-31,21:11:00
1024,876,605,2016-11-11,15:17:00
1025,505,681,2016-11-08,00:47:00
1026,638,832,2016-09-04,15:49:00
1027,847,771,2016-08-08,13:11:00
1028,995,548,2016-10-18,06:24:00
1029,964,650,2016-11-25,03:29:00
1030,683,647,2016-12-04,18:31:00
1031,665,742,2016-10-03,08:13:00
1032,650,659,2016-11-07,05:25:00
1033,805,852,2016-11-01,18:52:00
1034,713,658,2016-11-26,09:42:00
1035,717,977,2016-12-11,02:15:00
1036,772,874,2016-08-03,18:12:00
1037,505,843,2016-09-08,20:38:00
1038,771,785,2016-09-09,23:09:00
1039,923,942,2016-08-04,03:21:00
1040,805,737,2016-12-31,09:10:00
1041,762,741,2016-12-17,14:27:00
1042,539,766,2016-11-02,13:27:00
1043,513,695,2016-10-21,22:14:00
1044,759,706,2016-09-16,08:28:00
1045,546,865,2016-10-25,18:09:00
1046,559,528,2016-12-07,13:28:00
1047,868,569,2016-08-26,18:49:00
1048,892,674,2016-11-14,12:04:00
1049,742,810,2016-11-20,12:33:00
1050,690,501,2016-09-28,16:56:00
1051,965,664,2016-11-09,11:15:00
1052,1000,527,2016-10-21,17:15:00
1053,917,627,2016-09-03,23:23:00
1054,504,714,2016-11-27,02:09:00
1055,928,657,2016-10-03,22:58:00
1056,939,620,2016-08-16,13:42:00
1057,556,812,2016-11-01,15:42:00
1058,896,580,2016-10-30,17:11:00
1059,890,885,2016-08-07,05:21:00
1060,874,800,2016-12-11,21:14:00
1061,632,636,2016-10-09,02:36:00
1062,733,712,2016-11-05,10:26:00
1063,529,562,2016-12-09,22:07:00
1064,648,629,2016-08-23,19:13:00
1065,592,561,2016-10-29,20:16:00
1066,542,656,2016-12-29,17:29:00
1067,650,918,2016-11-05,03:13:00
1068,851,971,2016-11-30,10:01:00
1069,772,544,2016-11-05,22:58:00
1070,983,761,2016-09-22,20:35:00
1071,616,639,2016-11-24,17:50:00
1072,838,931,2016-09-26,09:32:00
1073,643,507,2016-08-09,21:07:00
1074,665,596,2016-10-13,02:48:00
1075,818,908,2016-12-11,14:23:00
1076,585,944,2016-09-22,23:03:00
1077,996,657,2016-08-07,12:21:00
1078,550,885,2016-11-11,03:02:00
1079,709,762,2016-10-27,04:43:00
1080,624,764,2016-08-14,22:23:00
1081,760,910,2016-11-25,17:46:00
1082,910,541,2016-08-01,06:56:00
1083,693,731,2016-12-23,02:05:00
1084,657,893,2016-12-04,05:27:00
1085,990,519,2016-10-24,05:05:00
1086,883,889,2016-11-05,12:01:00
1087,784,605,2016-10-12,01:21:00
1088,645,736,2016-10-01,22:08:00
1089,509,527,2016-12-04,16:07:00
1090,830,541,2016-09-30,17:35:00
1091,939,775,2016-11-28,03:14:00
1092,847,876,2016-12-20,18:50:00
1093,559,994,2016-10-24,08:36:00
1094,888,654,2016-10-10,22:18:00
1095,886,577,2016-09-02,21:47:00
1096,890,682,2016-10-25,02:44:00
1097,759,943,2016-10-25,05:09:00
1098,578,663,2016-10-25,22:50:00
1099,746,580,2016-10-28,11:22:00
1100,873,658,2016-09-19,18:54:00
1101,889,741,2016-11-16,05:56:00
1102,541,532,2016-12-09,19:32:00
1103,627,627,2016-08-22,17:55:00
1104,855,530,2016-11-22,20:01:00
1105,751,537,2016-12-02,05:53:00
1106,686,588,2016-09-16,06:07:00
1107,554,580,2016-11-22,11:12:00
1108,656,941,2016-09-24,00:46:00
1109,980,933,2016-12-28,12:46:00
1110,859,953,2016-10-29,14:37:00
1111,913,865,2016-10-06,10:42:00
1112,874,870,2016-12-25,19:38:00
1113,516,861,2016-08-29,14:38:00
1114,623,854,2016-11-08,10:49:00
1115,740,999,2016-12-12,13:18:00
1116,695,842,2016-08-22,18:07:00
1117,611,884,2016-10-10,22:53:00
1118,853,938,2016-10-03,12:11:00
1119,778,576,2016-10-15,05:16:00
1120,720,771,2016-08-25,17:37:00
1121,735,702,2016-08-26,17:49:00
1122,902,874,2016-09-08,19:55:00
1123,932,707,2016-08-14,15:24:00
1124,841,751,2016-11-25,07:49:00
1125,692,936,2016-11-29,01:22:00
1126,639,930,2016-10-02,02:44:00
1127,841,934,2016-11-11,22:27:00
1128,518,888,2016-08-03,17:02:00
1129,800,963,2016-12-28,14:34:00
1130,597,735,2016-12-14,01:04:00
1131,977,861,2016-12-16,08:43:00
1132,999,878,2016-12-13,20:46:00
1133,528,993,2016-09-29,21:42:00
1134,819,598,2016-08-13,15:46:00
1135,644,604,2016-11-22,19:56:00
1136,774,877,2016-09-03,13:13:00
1137,864,668,2016-11-19,08:26:00
1138,863,534,2016-10-13,23:03:00
1139,926,813,2016-08-12,22:27:00
1140,685,905,2016-08-21,12:38:00
1141,989,775,2016-11-29,18:06:00
1142,575,540,2016-12-12,09:34:00
1143,794,989,2016-08-15,19:44:00
1144,971,639,2016-11-19,10:40:00
1145,740,811,2016-09-19,22:24:00
1146,839,650,2016-11-07,09:13:00
1147,565,598,2016-11-09,22:30:00
1148,951,585,2016-10-09,08:49:00
1149,640,839,2016-12-23,22:16:00
1150,775,975,2016-09-07,18:56:00
1151,516,751,2016-10-19,14:44:00
1152,873,689,2016-10-14,11:08:00
1153,692,895,2016-11-13,13:46:00
1154,567,795,2016-11-07,04:34:00
1155,774,960,2016-12-16,23:05:00
1156,537,927,2016-10-12,16:20:00
1157,929,545,2016-08-05,03:09:00
1158,936,681,2016-08-19,00:17:00
1159,610,924,2016-08-05,08:46:00
1160,732,537,2016-09-21,16:11:00
1161,886,687,2016-10-20,03:31:00
1162,547,901,2016-10-17,01:19:00
1163,846,561,2016-09-23,10:25:00
1164,917,528,2016-12-03,20:34:00
1165,648,656,2016-08-15,10:17:00
1166,795,834,2016-09-16,06:59:00
1167,763,949,2016-09-15,08:43:00
1168,773,655,2016-08-25,12:42:00
1169,525,656,2016-10-20,20:35:00
1170,522,515,2016-08-21,08:45:00
1171,806,912,2016-10-24,15:58:00
1172,692,513,2016-08-29,03:50:00
1173,519,581,2016-12-17,06:32:00
1174,955,651,2016-09-02,13:57:00
1175,908,662,2016-11-27,18:46:00
1176,697,804,2016-11-28,13:18:00
1177,797,762,2016-09-09,18:45:00
1178,850,758,2016-12-12,19:59:00
1179,720,775,2016-11-05,16:37:00
1180,666,785,2016-08-13,22:39:00
1181,801,982,2016-09-16,17:14:00
1182,505,895,2016-11-27,06:48:00
1183,789,675,2016-08-11,03:34:00
1184,851,742,2016-10-19,22:55:00
1185,543,750,2016-08-16,02:46:00
1186,828,560,2016-09-07,22:20:00
1187,511,706,2016-08-02,13:51:00
1188,924,818,2016-10-22,17:59:00
1189,696,983,2016-10-09,21:08:00
1190,646,789,2016-10-28,05:39:00
1191,805,784,2016-10-12,06:30:00
1192,645,576,2016-09-09,16:02:00
1193,520,808,2016-10-14,23:07:00
1194,905,651,2016-08-15,10:40:00
1195,749,696,2016-10-22,08:01:00
1196,783,908,2016-12-21,22:26:00
1197,533,555,2016-11-04,15:51:00
1198,893,921,2016-10-30,01:42:00
1199,607,838,2016-11-27,11:14:00
1200,692,950,2016-08-08,02:40:00
1201,990,975,2016-09-18,19:07:00
1202,923,830,2016-12-24,05:04:00
1203,775,669,2016-12-17,12:23:00
1204,756,695,2016-08-23,07:25:00
1205,957,549,2016-09-27,15:35:00
1206,677,643,2016-12-23,05:12:00
1207,938,684,2016-12-10,21:34:00
1208,903,780,2016-09-20,19:40:00
1209,703,647,2016-12-05,16:29:00
1210,548,641,2016-09-21,04:42:00
1211,525,863,2016-11-28,16:39:00
1212,564,725,2016-12-22,16:54:00
1213,668,884,2016-12-30,03:25:00
1214,721,676,2016-09-21,08:30:00
1215,741,632,2016-10-15,15:26:00
1216,998,715,2016-10-27,19:23:00
1217,778,824,2016-12-04,22:41:00
1218,836,633,2016-11-08,13:43:00
1219,920,753,2016-10-03,00:35:00
1220,512,696,2016-12-28,04:30:00
1221,658,555,2016-09-11,06:43:00
1222,789,582,2016-10-31,00:43:00
1223,735,859,2016-09-28,00:49:00
1224,882,539,2016-08-17,13:55:00
1225,790,900,2016-10-03,16:03:00
1226,901,523,2016-08-20,21:51:00
1227,746,840,2016-09-25,21:43:00
1228,817,825,2016-08-06,11:34:00
1229,756,875,2016-10-09,02:24:00
1230,599,766,2016-08-22,14:03:00
1231,621,857,2016-10-07,02:26:00
1232,936,522,2016-10-19,15:18:00
1233,542,544,2016-08-02,09:54:00
1234,581,758,2016-10-07,05:02:00
1235,905,928,2016-09-28,12:25:00
1236,929,578,2016-11-08,14:41:00
1237,955,528,2016-10-07,19:17:00
1238,968,963,2016-09-24,15:48:00
1239,865,601,2016-12-13,23:01:00
1240,931,811,2016-08-07,05:02:00
1241,980,835,2016-10-15,00:27:00
1242,941,527,2016-12-03,18:28:00
1243,826,609,2016-09-16,02:57:00
1244,932,648,2016-12-23,21:24:00
1245,557,880,2016-12-22,18:17:00
1246,946,748,2016-09-06,10:06:00
1247,719,571,2016-10-15,17:02:00
1248,967,585,2016-10-07,20:44:00
1249,568,584,2016-08-10,09:17:00
1250,917,921,2016-12-15,17:18:00
1251,895,966,2016-09-14,18:54:00
1252,727,612,2016-08-29,20:17:00
1253,882,637,2016-12-18,00:10:00
1254,874,879,2016-11-08,12:55:00
1255,689,787,2016-08-07,10:52:00
1256,552,576,2016-12-12,22:52:00
1257,730,821,2016-09-13,23:53:00
1258,823,980,2016-08-06,19:00:00
1259,551,528,2016-09-21,03:03:00
1260,607,911,2016-10-15,11:38:00
1261,591,589,2016-12-06,17:59:00
1262,766,768,2016-11-13,02:48:00
1263,813,844,2016-10-06,09:31:00
1264,977,889,2016-08-09,20:00:00
1265,804,628,2016-10-04,16:15:00
1266,594,620,2016-09-11,09:59:00
1267,631,738,2016-08-11,05:37:00
1268,531,687,2016-08-15,13:03:00
1269,888,995,2016-12-26,00:14:00
1270,766,865,2016-09-01,02:40:00
1271,895,625,2016-10-31,05:27:00
1272,681,598,2016-08-11,20:00:00
1273,541,569,2016-12-26,18:10:00
1274,995,813,2016-09-05,09:50:00
1275,944,693,2016-09-10,15:57:00
1276,501,945,2016-11-20,00:38:00
1277,907,928,2016-10-18,20:00:00
1278,898,814,2016-10-06,18:58:00
1279,914,746,2016-10-05,04:46:00
1280,755,606,2016-09-17,07:19:00
1281,871,878,2016-12-20,10:17:00
1282,972,921,2016-11-19,04:54:00
1283,693,540,2016-10-30,22:39:00
1284,730,894,2016-10-09,08:19:00
1285,720,688,2016-10-19,07:47:00
1286,596,815,2016-10-02,19:02:00
1287,504,635,2016-11-15,03:03:00
1288,587,982,2016-11-30,04:21:00
1289,610,909,2016-12-15,06:18:00
1290,879,1000,2016-10-05,15:08:00
1291,628,851,2016-10-12,04:41:00
1292,952,742,2016-12-27,06:23:00
1293,712,898,2016-08-27,18:52:00
1294,935,592,2016-08-19,07:35:00
1295,712,585,2016-08-01,20:11:00
1296,737,748,2016-10-06,08:58:00
1297,976,651,2016-09-24,16:49:00
1298,612,830,2016-10-09,18:02:00
1299,660,953,2016-11-04,15:37:00
1300,809,721,2016-12-11,14:13:00
1301,558,692,2016-10-18,09:37:00
1302,672,638,2016-09-09,17:22:00
1303,556,555,2016-11-02,16:11:00
1304,859,837,2016-08-21,02:59:00
1305,527,816,2016-09-13,15:08:00
1306,520,938,2016-10-01,07:28:00
1307,598,936,2016-12-16,08:27:00
1308,711,736,2016-10-15,18:42:00
1309,607,768,2016-12-06,10:41:00
1310,701,596,2016-10-06,00:02:00
1311,989,744,2016-11-02,13:55:00
1312,559,982,2016-10-04,02:41:00
1313,808,745,2016-11-08,13:52:00
1314,734,975,2016-09-23,16:09:00
1315,708,658,2016-11-20,13:23:00
1316,579,964,2016-12-28,15:46:00
1317,885,594,2016-11-22,07:27:00
1318,820,983,2016-11-10,17:34:00
1319,589,672,2016-09-15,12:03:00
1320,528,955,2016-09-16,18:46:00
1321,806,606,2016-12-21,03:55:00
1322,910,634,2016-11-18,05:24:00
1323,850,837,2016-10-24,06:22:00
1324,975,899,2016-08-22,19:35:00
1325,884,651,2016-09-08,09:33:00
1326,938,695,2016-08-22,17:24:00
1327,622,918,2016-09-26,07:34:00
1328,587,826,2016-10-06,09:22:00
1329,609,534,2016-12-13,13:09:00
1330,834,716,2016-11-26,11:04:00
1331,600,728,2016-09-02,05:03:00
1332,532,738,2016-09-02,20:28:00
1333,559,587,2016-08-22,13:49:00
1334,815,709,2016-12-04,02:40:00
1335,903,908,2016-10-07,20:07:00
1336,914,508,2016-11-17,13:53:00
1337,821,776,2016-11-13,03:27:00
1338,707,558,2016-10-07,18:57:00
1339,785,753,2016-08-04,01:11:00
1340,772,595,2016-11-14,02:44:00
1341,863,891,2016-09-27,13:52:00
1342,953,683,2016-10-01,02:19:00
1343,679,692,2016-12-15,17:01:00
1344,853,602,2016-10-05,18:55:00
1345,691,993,2016-11-17,15:03:00
1346,988,605,2016-10-20,18:46:00
1347,964,928,2016-09-18,16:00:00
1348,878,731,2016-08-03,12:12:00
1349,942,589,2016-10-24,02:40:00
1350,577,845,2016-11-26,07:40:00
1351,506,889,2016-08-29,05:08:00
1352,627,606,2016-09-29,07:28:00
1353,761,918,2016-10-24,03:12:00
1354,524,934,2016-08-22,03:49:00
1355,864,685,2016-12-29,14:35:00
1356,721,526,2016-12-01,10:13:00
1357,666,844,2016-09-21,21:01:00
1358,548,852,2016-12-22,14:33:00
1359,583,900,2016-11-18,19:04:00
1360,797,670,2016-12-23,07:15:00
1361,833,769,2016-09-27,02:33:00
1362,706,997,2016-11-25,18:27:00
1363,955,844,2016-10-16,14:04:00
1364,854,748,2016-11-16,12:34:00
1365,886,861,2016-12-23,13:26:00
1366,604,717,2016-09-23,07:17:00
1367,713,558,2016-12-30,00:18:00
1368,561,670,2016-08-20,14:21:00
1369,514,690,2016-10-17,10:49:00
1370,997,761,2016-08-20,08:13:00
1371,734,742,2016-10-05,21:39:00
1372,531,919,2016-08-11,17:00:00
1373,820,562,2016-10-22,04:42:00
1374,771,721,2016-10-03,09:51:00
1375,889,791,2016-11-25,00:53:00
1376,625,785,2016-09-13,19:30:00
1377,957,577,2016-10-08,00:36:00
1378,659,742,2016-08-22,10:32:00
1379,705,745,2016-08-22,11:05:00
1380,705,787,2016-12-16,19:40:00
1381,760,826,2016-10-24,06:49:00
1382,767,770,2016-09-29,05:41:00
1383,866,859,2016-09-28,17:34:00
1384,742,522,2016-09-03,15:40:00
1385,801,592,2016-10-20,16:54:00
1386,732,754,2016-12-23,13:41:00
1387,966,660,2016-11-29,04:29:00
1388,508,772,2016-08-31,21:43:00
1389,718,910,2016-09-13,03:17:00
1390,777,799,2016-08-19,12:22:00
1391,995,899,2016-10-14,06:49:00
1392,811,975,2016-10-09,02:04:00
1393,796,783,2016-09-24,01:51:00
1394,920,626,2016-09-10,01:04:00
1395,643,756,2016-10-22,17:18:00
1396,691,970,2016-08-11,10:57:00
1397,768,880,2016-08-13,13:24:00
1398,654,858,2016-12-19,11:19:00
1399,644,592,2016-12-27,04:13:00
1400,867,938,2016-10-12,23:03:00
1401,645,575,2016-10-07,01:32:00
1402,992,599,2016-08-11,03:09:00
1403,938,831,2016-09-29,05:52:00
1404,898,626,2016-08-01,09:10:00
1405,938,889,2016-09-25,05:28:00
1406,607,969,2016-11-14,14:39:00
1407,920,821,2016-11-29,02:21:00
1408,599,643,2016-08-08,23:29:00
1409,565,799,2016-09-13,02:46:00
1410,872,834,2016-09-24,08:19:00
1411,634,557,2016-11-17,18:15:00
1412,740,902,2016-11-15,21:19:00
1413,930,674,2016-09-13,03:35:00
1414,622,700,2016-12-25,18:31:00
1415,601,740,2016-11-13,22:57:00
1416,883,965,2016-09-19,15:19:00
1417,938,510,2016-10-23,04:50:00
1418,622,713,2016-11-08,11:53:00
1419,911,567,2016-09-19,17:56:00
1420,723,748,2016-12-22,01:25:00
1421,986,847,2016-09-30,04:01:00
1422,960,611,2016-11-30,11:32:00
1423,890,563,2016-11-16,02:28:00
1424,750,683,2016-12-10,22:00:00
1425,894,870,2016-12-17,11:36:00
1426,579,875,2016-11-26,18:06:00
1427,888,559,2016-08-18,08:21:00
1428,915,960,2016-10-29,06:20:00
1429,962,804,2016-11-22,07:08:00
1430,642,857,2016-11-22,09:24:00
1431,739,993,2016-11-14,23:20:00
1432,598,946,2016-11-12,23:13:00
1433,665,638,2016-10-29,11:47:00
1434,562,561,2016-11-09,05:00:00
1435,980,683,2016-11-29,18:39:00
1436,629,732,2016-08-22,09:30:00
1437,836,836,2016-08-15,16:58:00
1438,824,549,2016-08-12,09:47:00
1439,979,662,2016-12-07,20:25:00
1440,1000,853,2016-08-27,09:45:00
1441,570,776,2016-08-09,22:49:00
1442,833,766,2016-08-13,14:02:00
1443,636,643,2016-08-02,19:44:00
1444,877,654,2016-11-09,18:17:00
1445,540,867,2016-10-15,10:09:00
1446,970,994,2016-11-26,22:39:00
