e_id,show_id,time_event,date_event,ticket_price
735,597,12:00:00,2017-10-21,20
736,212,12:00:00,2017-08-06,30
737,783,21:00:00,2017-12-26,35
738,936,18:00:00,2017-12-10,30
739,542,21:00:00,2017-12-03,40
740,493,09:00:00,2017-08-16,30
741,481,12:00:00,2017-10-16,25
742,961,09:00:00,2017-12-08,30
743,122,09:00:00,2017-10-03,50
744,161,21:00:00,2017-12-03,25
745,19,18:00:00,2017-09-14,45
746,720,15:00:00,2017-09-21,40
747,336,15:00:00,2017-11-08,35
748,863,12:00:00,2017-11-25,20
749,769,21:00:00,2017-09-18,45
750,7,12:00:00,2017-09-30,45
751,370,18:00:00,2017-10-15,50
752,436,21:00:00,2017-08-01,40
753,449,12:00:00,2017-12-11,30
754,103,12:00:00,2017-09-29,35
755,952,09:00:00,2017-12-16,40
756,427,09:00:00,2017-12-04,20
757,360,18:00:00,2017-11-24,25
758,665,21:00:00,2017-11-12,30
759,918,21:00:00,2017-12-16,40
760,98,12:00:00,2017-08-09,20
761,225,18:00:00,2017-08-19,45
762,213,18:00:00,2017-09-09,25
763,246,15:00:00,2017-12-21,20
764,666,09:00:00,2017-10-13,45
765,368,18:00:00,2017-12-22,35
766,114,15:00:00,2017-09-02,30
767,975,12:00:00,2017-09-08,35
768,942,12:00:00,2017-10-28,45
769,565,09:00:00,2017-10-02,50
770,356,18:00:00,2017-12-24,40
771,120,21:00:00,2017-09-12,20
772,893,21:00:00,2017-12-25,25
773,198,15:00:00,2017-10-24,25
774,7,09:00:00,2017-12-18,30
775,552,21:00:00,2017-09-29,50
776,743,12:00:00,2017-08-12,20
777,200,15:00:00,2017-11-26,40
778,305,15:00:00,2017-12-30,30
779,55,12:00:00,2017-10-31,20
780,293,12:00:00,2017-11-15,45
781,163,09:00:00,2017-09-29,20
782,512,21:00:00,2017-10-23,25
783,642,09:00:00,2017-08-25,25
784,174,09:00:00,2017-08-20,40
785,238,21:00:00,2017-09-11,35
786,892,09:00:00,2017-12-01,50
787,83,18:00:00,2017-12-26,20
788,533,12:00:00,2017-08-20,35
789,622,12:00:00,2017-12-15,45
790,135,15:00:00,2017-08-26,35
791,909,15:00:00,2017-08-17,40
792,867,21:00:00,2017-10-10,50
793,432,21:00:00,2017-12-22,25
794,159,09:00:00,2017-09-26,30
795,238,15:00:00,2017-09-23,40
796,565,15:00:00,2017-08-02,25
797,992,18:00:00,2017-09-30,40
798,501,12:00:00,2017-10-26,50
799,879,12:00:00,2017-10-15,35
800,4,21:00:00,2017-10-17,45
801,592,15:00:00,2017-10-03,25
802,533,18:00:00,2017-08-21,40
803,740,12:00:00,2017-11-30,40
804,251,09:00:00,2017-09-02,30
805,904,12:00:00,2017-09-08,50
806,363,21:00:00,2017-08-21,25
807,23,12:00:00,2017-09-26,30
808,391,09:00:00,2017-12-21,30
809,452,09:00:00,2017-12-15,45
810,385,09:00:00,2017-09-20,30
811,816,09:00:00,2017-12-01,30
812,216,15:00:00,2017-11-20,50
813,816,09:00:00,2017-12-31,30
814,494,18:00:00,2017-10-13,25
815,593,18:00:00,2017-08-07,45
816,909,09:00:00,2017-12-10,30
817,720,15:00:00,2017-10-25,20
818,920,18:00:00,2017-08-02,45
819,749,12:00:00,2017-11-05,45
820,898,09:00:00,2017-10-22,40
821,903,09:00:00,2017-09-02,45
822,988,18:00:00,2017-08-28,20
823,868,09:00:00,2017-09-18,35
824,902,09:00:00,2017-08-06,40
825,795,21:00:00,2017-09-27,45
826,78,12:00:00,2017-11-26,30
827,735,21:00:00,2017-08-18,45
828,920,15:00:00,2017-09-09,35
829,150,15:00:00,2017-10-18,25
830,694,15:00:00,2017-10-17,45
831,351,15:00:00,2017-10-10,35
832,935,21:00:00,2017-10-02,35
833,425,18:00:00,2017-08-31,30
834,19,12:00:00,2017-08-18,25
835,563,12:00:00,2017-09-29,50
836,258,09:00:00,2017-12-09,50
837,53,21:00:00,2017-08-11,20
838,570,18:00:00,2017-11-04,30
839,946,12:00:00,2017-12-15,20
840,803,21:00:00,2017-10-13,30
841,661,21:00:00,2017-08-08,20
842,112,09:00:00,2017-10-09,35
843,589,09:00:00,2017-08-01,50
844,712,18:00:00,2017-08-18,25
845,115,15:00:00,2017-08-09,40
846,955,18:00:00,2017-10-18,25
847,698,12:00:00,2017-08-04,35
848,432,21:00:00,2017-09-16,50
849,649,15:00:00,2017-10-14,25
850,389,21:00:00,2017-12-31,40
851,8,09:00:00,2017-08-31,50
852,416,09:00:00,2017-08-11,40
853,156,18:00:00,2017-10-15,45
854,806,15:00:00,2017-12-01,40
855,763,09:00:00,2017-12-20,30
856,736,12:00:00,2017-11-12,45
857,492,21:00:00,2017-12-20,30
858,374,09:00:00,2017-09-05,25
859,496,12:00:00,2017-08-29,40
860,953,12:00:00,2017-09-01,45
861,511,15:00:00,2017-10-10,50
862,345,18:00:00,2017-08-11,50
863,299,12:00:00,2017-12-08,25
864,809,12:00:00,2017-09-20,40
865,212,18:00:00,2017-11-18,45
866,487,18:00:00,2017-08-01,45
867,780,18:00:00,2017-10-16,30
868,377,18:00:00,2017-09-30,35
869,84,12:00:00,2017-12-05,35
870,984,15:00:00,2017-08-24,40
871,562,15:00:00,2017-10-22,45
872,518,15:00:00,2017-11-03,50
873,83,12:00:00,2017-10-03,50
874,905,12:00:00,2017-08-15,35
875,172,12:00:00,2017-09-30,40
876,691,21:00:00,2017-11-18,40
877,167,12:00:00,2017-09-04,50
878,363,21:00:00,2017-11-24,20
879,136,12:00:00,2017-08-21,50
880,713,18:00:00,2017-12-15,20
881,268,15:00:00,2017-09-24,20
882,866,12:00:00,2017-11-20,50
883,987,15:00:00,2017-10-24,40
884,332,21:00:00,2017-12-09,40
885,930,09:00:00,2017-11-30,40
886,712,12:00:00,2017-12-14,20
887,774,09:00:00,2017-10-05,45
888,955,18:00:00,2017-09-04,30
889,962,21:00:00,2017-09-29,35
890,480,15:00:00,2017-08-02,40
891,277,18:00:00,2017-12-14,50
892,171,15:00:00,2017-09-14,50
893,491,18:00:00,2017-12-17,25
894,518,15:00:00,2017-09-28,40
895,42,18:00:00,2017-12-02,25
896,512,09:00:00,2017-08-16,20
897,243,12:00:00,2017-10-27,30
898,720,15:00:00,2017-12-10,50
899,368,18:00:00,2017-10-03,40
900,259,12:00:00,2017-12-17,40
901,416,09:00:00,2017-08-18,30
902,239,12:00:00,2017-09-29,35
903,108,18:00:00,2017-09-30,25
904,365,09:00:00,2017-11-17,20
905,4,15:00:00,2017-08-13,30
906,888,12:00:00,2017-08-13,50
907,732,18:00:00,2017-10-05,40
908,81,12:00:00,2017-10-06,40
909,268,09:00:00,2017-12-27,45
910,164,21:00:00,2017-08-13,40
911,833,21:00:00,2017-12-22,40
912,246,12:00:00,2017-11-03,20
913,40,15:00:00,2017-10-25,25
914,708,09:00:00,2017-09-11,40
915,708,09:00:00,2017-11-02,50
916,873,21:00:00,2017-10-22,45
917,599,09:00:00,2017-09-04,50
918,601,12:00:00,2017-09-17,40
919,476,12:00:00,2017-10-05,35
920,557,18:00:00,2017-10-29,30
921,873,21:00:00,2017-11-28,25
922,313,15:00:00,2017-08-23,40
923,147,15:00:00,2017-11-21,35
924,794,12:00:00,2017-11-30,40
925,98,18:00:00,2017-08-20,25
926,820,21:00:00,2017-10-13,45
927,163,12:00:00,2017-12-18,45
928,161,15:00:00,2017-11-05,40
929,85,15:00:00,2017-09-05,45
930,607,09:00:00,2017-12-30,20
931,496,21:00:00,2017-10-29,35
932,106,12:00:00,2017-08-14,20
933,541,15:00:00,2017-12-23,20
934,775,15:00:00,2017-09-13,25
935,672,12:00:00,2017-12-07,50
936,853,21:00:00,2017-08-27,25
937,751,21:00:00,2017-08-18,25
938,64,18:00:00,2017-10-11,50
939,9,18:00:00,2017-08-15,45
940,409,09:00:00,2017-12-04,25
941,732,12:00:00,2017-09-09,25
942,578,21:00:00,2017-08-08,45
943,351,12:00:00,2017-09-26,25
944,35,21:00:00,2017-09-25,30
945,524,18:00:00,2017-11-08,20
946,332,09:00:00,2017-12-21,30
947,463,15:00:00,2017-11-03,50
948,251,09:00:00,2017-10-15,30
949,673,09:00:00,2017-12-29,25
950,388,21:00:00,2017-09-20,35
951,516,15:00:00,2017-12-16,20
952,896,15:00:00,2017-12-24,45
953,774,21:00:00,2017-10-03,40
954,161,12:00:00,2017-09-13,20
955,821,09:00:00,2017-09-22,45
956,942,12:00:00,2017-08-27,30
957,498,18:00:00,2017-12-01,25
958,995,12:00:00,2017-11-07,50
959,631,12:00:00,2017-08-23,25
960,928,09:00:00,2017-08-20,20
961,631,15:00:00,2017-10-02,25
962,717,18:00:00,2017-08-16,50
963,624,18:00:00,2017-08-25,25
964,854,18:00:00,2017-10-15,45
965,504,15:00:00,2017-08-19,45
966,504,18:00:00,2017-12-03,45
967,537,18:00:00,2017-09-24,35
968,15,09:00:00,2017-10-19,45
969,98,15:00:00,2017-11-28,45
970,247,21:00:00,2017-10-08,35
971,721,09:00:00,2017-10-30,50
972,91,12:00:00,2017-09-11,25
973,904,21:00:00,2017-09-20,30
974,370,09:00:00,2017-12-06,30
975,304,15:00:00,2017-11-18,30
976,780,15:00:00,2017-11-30,35
977,645,12:00:00,2017-10-10,35
978,152,09:00:00,2017-11-17,50
979,45,21:00:00,2017-09-15,35
980,714,09:00:00,2017-08-10,35
981,769,21:00:00,2017-08-04,35
982,146,18:00:00,2017-10-29,35
983,955,15:00:00,2017-12-08,20
984,524,18:00:00,2017-11-04,20
985,660,21:00:00,2017-11-16,35
986,694,15:00:00,2017-09-17,25
987,39,15:00:00,2017-12-09,20
988,565,15:00:00,2017-10-15,20
989,189,18:00:00,2017-09-20,35
990,494,12:00:00,2017-11-06,30
991,147,09:00:00,2017-12-22,45
992,396,21:00:00,2017-12-27,50
993,685,21:00:00,2017-09-03,45
994,841,15:00:00,2017-10-12,40
995,350,21:00:00,2017-10-01,35
996,299,12:00:00,2017-09-30,50
997,141,15:00:00,2017-10-21,50
998,100,18:00:00,2017-09-11,40
999,274,18:00:00,2017-12-20,35
1000,391,12:00:00,2017-11-05,25
1001,455,18:00:00,2017-08-17,45
1002,734,12:00:00,2017-08-18,40
1003,764,21:00:00,2017-11-27,30
1004,599,09:00:00,2017-10-25,25
1005,65,15:00:00,2017-11-04,40
1006,528,15:00:00,2017-12-28,45
1007,763,12:00:00,2017-08-01,35
1008,819,15:00:00,2017-08-31,20
1009,36,12:00:00,2017-12-29,25
1010,735,09:00:00,2017-09-21,40
1011,516,18:00:00,2017-10-31,35
1012,158,15:00:00,2017-08-20,45
1013,843,09:00:00,2017-11-01,45
1014,95,21:00:00,2017-09-30,35
1015,774,21:00:00,2017-08-13,45
1016,427,12:00:00,2017-11-20,30
1017,703,15:00:00,2017-12-01,35
1018,525,15:00:00,2017-09-18,30
1019,126,18:00:00,2017-08-07,30
1020,690,09:00:00,2017-10-31,50
1021,1,12:00:00,2017-11-18,30
1022,246,18:00:00,2017-09-03,50
1023,564,09:00:00,2017-08-21,35
1024,212,12:00:00,2017-12-19,35
1025,586,12:00:00,2017-12-18,25
1026,825,12:00:00,2017-09-11,30
1027,329,18:00:00,2017-10-09,30
1028,775,09:00:00,2017-08-15,25
1029,783,15:00:00,2017-12-14,40
1030,399,15:00:00,2017-11-21,35
1031,829,21:00:00,2017-11-03,40
1032,103,12:00:00,2017-08-10,30
1033,984,18:00:00,2017-10-21,35
1034,190,21:00:00,2017-10-06,40
1035,847,15:00:00,2017-11-26,40
1036,848,09:00:00,2017-10-11,25
1037,344,18:00:00,2017-12-06,30
1038,361,18:00:00,2017-12-24,35
1039,643,12:00:00,2017-09-18,20
1040,936,21:00:00,2017-10-26,40
1041,228,15:00:00,2017-11-21,20
1042,305,18:00:00,2017-09-30,25
1043,958,09:00:00,2017-10-17,35
1044,4,09:00:00,2017-12-27,20
1045,497,12:00:00,2017-08-30,45
1046,677,15:00:00,2017-08-07,25
1047,284,21:00:00,2017-09-09,20
1048,679,18:00:00,2017-10-29,50
1049,430,09:00:00,2017-12-01,40
1050,359,12:00:00,2017-12-09,45
1051,286,15:00:00,2017-12-17,40
1052,165,18:00:00,2017-11-10,40
1053,412,09:00:00,2017-10-30,35
1054,272,18:00:00,2017-11-17,25
1055,457,18:00:00,2017-10-21,20
1056,643,15:00:00,2017-12-09,50
1057,316,09:00:00,2017-12-19,45
1058,732,18:00:00,2017-09-03,45
1059,654,12:00:00,2017-10-23,40
1060,999,21:00:00,2017-10-03,45
1061,345,18:00:00,2017-10-26,50
1062,66,12:00:00,2017-12-09,40
1063,198,21:00:00,2017-09-13,50
1064,659,09:00:00,2017-08-29,20
1065,850,21:00:00,2017-08-02,40
1066,103,18:00:00,2017-12-11,25
1067,920,15:00:00,2017-11-21,40
1068,189,12:00:00,2017-09-13,20
1069,176,15:00:00,2017-08-26,50
1070,575,12:00:00,2017-12-19,45
1071,65,18:00:00,2017-08-20,30
1072,851,12:00:00,2017-12-06,30
1073,667,12:00:00,2017-11-13,45
1074,112,12:00:00,2017-11-03,50
1075,987,18:00:00,2017-09-23,45
1076,576,12:00:00,2017-11-26,30
1077,915,15:00:00,2017-10-18,40
1078,575,12:00:00,2017-12-09,40
1079,490,21:00:00,2017-11-23,50
1080,431,15:00:00,2017-10-24,30
1081,213,12:00:00,2017-09-12,50
1082,39,21:00:00,2017-11-16,50
1083,975,15:00:00,2017-09-16,45
1084,72,18:00:00,2017-11-07,25
1085,232,18:00:00,2017-08-27,50
1086,955,18:00:00,2017-10-05,25
1087,808,18:00:00,2017-09-26,45
1088,112,18:00:00,2017-12-03,40
1089,97,15:00:00,2017-10-16,20
1090,235,12:00:00,2017-10-06,30
1091,494,12:00:00,2017-08-30,20
1092,361,12:00:00,2017-11-09,40
1093,592,09:00:00,2017-10-12,40
1094,55,18:00:00,2017-10-05,25
1095,222,15:00:00,2017-11-09,25
1096,709,21:00:00,2017-08-01,45
1097,848,09:00:00,2017-09-10,25
1098,904,18:00:00,2017-08-02,40
1099,525,09:00:00,2017-12-10,50
1100,541,21:00:00,2017-09-27,30
1101,649,09:00:00,2017-12-08,25
1102,25,15:00:00,2017-09-27,50
1103,413,18:00:00,2017-08-30,30
1104,500,15:00:00,2017-12-08,20
1105,83,09:00:00,2017-08-01,20
1106,622,18:00:00,2017-08-15,45
1107,139,18:00:00,2017-10-01,20
1108,18,12:00:00,2017-11-29,45
1109,531,21:00:00,2017-12-12,40
1110,901,21:00:00,2017-08-07,20
1111,237,09:00:00,2017-10-01,20
1112,598,21:00:00,2017-12-14,25
1113,332,15:00:00,2017-11-27,35
1114,479,12:00:00,2017-10-04,45
1115,244,21:00:00,2017-10-17,40
1116,331,09:00:00,2017-10-29,40
1117,412,21:00:00,2017-10-08,35
1118,374,15:00:00,2017-10-21,40
1119,212,18:00:00,2017-11-25,20
1120,25,21:00:00,2017-11-07,20
1121,368,12:00:00,2017-08-14,45
1122,575,21:00:00,2017-11-30,20
1123,928,09:00:00,2017-12-17,20
1124,693,09:00:00,2017-10-30,20
1125,659,15:00:00,2017-12-01,25
1126,27,18:00:00,2017-12-15,35
1127,627,15:00:00,2017-09-04,25
1128,602,12:00:00,2017-12-16,45
1129,930,12:00:00,2017-09-28,40
1130,284,21:00:00,2017-09-02,20
1131,112,18:00:00,2017-09-12,30
1132,913,12:00:00,2017-08-25,20
1133,701,09:00:00,2017-09-01,40
1134,575,09:00:00,2017-09-30,25
1135,708,18:00:00,2017-08-19,25
1136,982,12:00:00,2017-11-16,20
1137,884,09:00:00,2017-08-15,45
1138,71,09:00:00,2017-12-17,30
1139,221,09:00:00,2017-09-19,20
1140,88,12:00:00,2017-11-23,25
1141,116,15:00:00,2017-12-09,20
1142,661,21:00:00,2017-08-06,35
1143,708,15:00:00,2017-08-09,45
1144,313,09:00:00,2017-10-20,20
1145,374,15:00:00,2017-12-26,40
1146,800,09:00:00,2017-10-18,25
1147,309,21:00:00,2017-09-12,45
1148,649,09:00:00,2017-08-01,20
1149,150,12:00:00,2017-08-31,30
1150,260,12:00:00,2017-10-16,30
1151,316,21:00:00,2017-11-26,40
1152,233,21:00:00,2017-08-08,35
1153,961,21:00:00,2017-12-29,20
1154,957,21:00:00,2017-11-28,30
1155,692,12:00:00,2017-12-22,45
1156,222,09:00:00,2017-09-01,50
1157,843,12:00:00,2017-10-10,35
1158,783,21:00:00,2017-08-16,40
1159,878,18:00:00,2017-09-08,40
1160,470,12:00:00,2017-09-21,35
1161,316,09:00:00,2017-08-02,50
1162,627,12:00:00,2017-08-24,45
1163,368,12:00:00,2017-08-04,30
1164,999,09:00:00,2017-12-09,50
1165,332,09:00:00,2017-12-03,50
1166,29,12:00:00,2017-10-14,35
1167,425,15:00:00,2017-09-12,35
1168,420,18:00:00,2017-11-27,30
1169,804,21:00:00,2017-10-07,40
1170,884,12:00:00,2017-09-01,50
1171,819,18:00:00,2017-12-12,45
1172,98,18:00:00,2017-12-29,25
1173,592,18:00:00,2017-08-14,25
1174,360,12:00:00,2017-12-22,35
1175,100,18:00:00,2017-08-04,30
1176,114,18:00:00,2017-11-24,35
1177,772,15:00:00,2017-09-17,30
1178,162,09:00:00,2017-11-02,40
1179,596,09:00:00,2017-10-17,35
1180,148,18:00:00,2017-11-11,50
1181,158,21:00:00,2017-10-31,35
1182,712,12:00:00,2017-08-16,20
1183,511,12:00:00,2017-08-21,45
1184,565,12:00:00,2017-12-01,30
1185,151,21:00:00,2017-08-01,30
1186,448,12:00:00,2017-08-19,25
1187,163,18:00:00,2017-08-01,20
1188,118,12:00:00,2017-12-10,30
1189,455,12:00:00,2017-09-12,25
1190,691,12:00:00,2017-10-26,35
1191,847,09:00:00,2017-08-27,40
1192,496,12:00:00,2017-12-17,30
1193,878,12:00:00,2017-10-29,20
1194,917,09:00:00,2017-12-30,30
1195,426,21:00:00,2017-11-01,40
1196,863,12:00:00,2017-10-22,50
1197,1,21:00:00,2017-08-19,50
1198,995,15:00:00,2017-11-28,25
1199,947,21:00:00,2017-11-08,25
1200,360,15:00:00,2017-11-07,30
1201,380,15:00:00,2017-09-29,35
1202,441,09:00:00,2017-10-13,45
1203,363,15:00:00,2017-10-02,40
1204,955,18:00:00,2017-08-15,50
1205,734,21:00:00,2017-12-18,20
1206,481,15:00:00,2017-10-22,25
1207,55,09:00:00,2017-10-19,25
1208,487,18:00:00,2017-08-04,30
1209,172,18:00:00,2017-12-22,30
1210,470,12:00:00,2017-10-24,25
1211,570,09:00:00,2017-09-02,35
1212,547,09:00:00,2017-08-09,30
1213,194,15:00:00,2017-09-11,35
1214,513,09:00:00,2017-09-20,20
1215,197,12:00:00,2017-09-13,25
1216,344,12:00:00,2017-09-06,40
1217,901,21:00:00,2017-09-12,50
1218,734,18:00:00,2017-12-14,25
1219,680,09:00:00,2017-12-03,45
1220,485,18:00:00,2017-08-22,30
1221,123,21:00:00,2017-10-31,45
1222,566,18:00:00,2017-09-18,45
1223,44,18:00:00,2017-08-10,30
1224,106,15:00:00,2017-11-27,30
1225,244,12:00:00,2017-10-07,45
1226,847,18:00:00,2017-10-13,40
1227,118,21:00:00,2017-10-15,45
1228,230,15:00:00,2017-12-01,25
1229,797,21:00:00,2017-10-11,45
1230,682,15:00:00,2017-10-10,25
1231,868,09:00:00,2017-12-06,45
1232,33,15:00:00,2017-11-23,35
1233,436,15:00:00,2017-11-22,25
1234,499,12:00:00,2017-08-19,20
1235,625,18:00:00,2017-08-23,45
1236,522,12:00:00,2017-10-14,45
1237,12,09:00:00,2017-10-19,20
1238,78,18:00:00,2017-09-24,50
1239,426,21:00:00,2017-11-05,40
1240,511,18:00:00,2017-12-12,20
1241,877,18:00:00,2017-10-19,40
1242,339,18:00:00,2017-12-11,25
1243,118,15:00:00,2017-08-27,35
1244,656,09:00:00,2017-12-26,20
1245,244,09:00:00,2017-12-22,20
1246,430,15:00:00,2017-09-26,20
1247,162,21:00:00,2017-09-20,30
1248,216,12:00:00,2017-09-10,20
1249,574,09:00:00,2017-11-18,50
1250,336,09:00:00,2017-09-12,35
1251,964,12:00:00,2017-11-04,30
1252,465,09:00:00,2017-08-24,30
1253,672,12:00:00,2017-09-17,20
1254,233,18:00:00,2017-10-11,35
1255,827,18:00:00,2017-08-30,35
1256,636,09:00:00,2017-08-17,25
1257,142,15:00:00,2017-12-08,50
1258,756,12:00:00,2017-08-01,35
1259,501,21:00:00,2017-10-31,50
1260,905,12:00:00,2017-09-18,35
1261,680,12:00:00,2017-12-16,35
1262,712,18:00:00,2017-09-30,20
1263,879,15:00:00,2017-11-03,20
1264,273,09:00:00,2017-12-11,40
1265,920,21:00:00,2017-08-06,45
1266,121,15:00:00,2017-09-19,50
1267,374,12:00:00,2017-11-02,20
1268,259,09:00:00,2017-10-13,45
1269,756,09:00:00,2017-09-16,35
1270,407,21:00:00,2017-12-20,40
1271,990,09:00:00,2017-08-01,20
1272,188,21:00:00,2017-12-12,25
1273,158,12:00:00,2017-09-14,30
1274,25,21:00:00,2017-08-22,25
1275,541,18:00:00,2017-11-17,20
1276,37,18:00:00,2017-08-11,50
1277,120,18:00:00,2017-10-05,45
1278,683,18:00:00,2017-11-03,40
1279,631,12:00:00,2017-12-30,50
1280,277,18:00:00,2017-09-18,25
1281,100,15:00:00,2017-09-17,40
1282,329,09:00:00,2017-10-05,35
1283,114,21:00:00,2017-12-12,35
1284,470,15:00:00,2017-11-17,45
1285,374,12:00:00,2017-11-13,25
1286,776,18:00:00,2017-12-27,40
1287,551,18:00:00,2017-08-18,45
1288,496,09:00:00,2017-08-11,30
1289,695,12:00:00,2017-08-01,20
1290,522,12:00:00,2017-11-22,30
1291,227,12:00:00,2017-11-07,20
1292,234,09:00:00,2017-09-20,30
1293,735,12:00:00,2017-10-17,45
1294,159,15:00:00,2017-11-03,25
1295,198,18:00:00,2017-11-13,20
1296,376,12:00:00,2017-08-14,50
1297,825,15:00:00,2017-11-04,50
1298,481,18:00:00,2017-11-25,25
1299,926,12:00:00,2017-12-01,50
1300,873,18:00:00,2017-11-15,50
1301,559,15:00:00,2017-10-25,45
1302,579,09:00:00,2017-08-23,20
1303,284,21:00:00,2017-11-11,50
1304,709,18:00:00,2017-09-18,35
1305,284,09:00:00,2017-08-03,40
1306,917,15:00:00,2017-11-18,45
1307,112,18:00:00,2017-09-10,40
1308,972,12:00:00,2017-09-02,35
1309,4,18:00:00,2017-11-16,20
1310,598,12:00:00,2017-10-04,50
1311,356,15:00:00,2017-12-02,45
1312,292,18:00:00,2017-08-28,25
1313,973,18:00:00,2017-09-07,25
1314,294,09:00:00,2017-09-28,50
1315,234,18:00:00,2017-12-02,30
1316,342,09:00:00,2017-11-12,45
1317,783,12:00:00,2017-12-07,45
1318,119,21:00:00,2017-08-06,20
1319,248,12:00:00,2017-09-25,35
1320,400,09:00:00,2017-12-11,50
1321,110,18:00:00,2017-12-26,50
1322,26,18:00:00,2017-09-25,30
1323,625,09:00:00,2017-09-07,30
1324,481,21:00:00,2017-09-23,30
1325,573,18:00:00,2017-09-30,50
1326,4,12:00:00,2017-12-20,20
1327,476,15:00:00,2017-08-21,35
1328,685,09:00:00,2017-08-06,30
1329,172,21:00:00,2017-11-09,45
1330,724,18:00:00,2017-08-05,30
1331,161,12:00:00,2017-08-21,50
1332,150,18:00:00,2017-09-03,20
1333,980,09:00:00,2017-08-01,45
1334,450,21:00:00,2017-09-20,45
1335,837,12:00:00,2017-09-16,25
1336,213,21:00:00,2017-11-21,35
1337,432,21:00:00,2017-10-23,25
1338,234,09:00:00,2017-08-10,20
1339,920,15:00:00,2017-12-09,50
1340,258,15:00:00,2017-12-20,50
1341,877,12:00:00,2017-11-28,25
1342,88,09:00:00,2017-08-07,25
1343,552,15:00:00,2017-10-15,50
1344,508,12:00:00,2017-12-02,30
1345,774,18:00:00,2017-11-18,25
1346,97,12:00:00,2017-12-09,25
1347,612,21:00:00,2017-10-22,40
1348,841,18:00:00,2017-12-07,25
1349,977,15:00:00,2017-11-30,40
1350,418,21:00:00,2017-09-23,45
1351,683,15:00:00,2017-12-05,45
1352,627,15:00:00,2017-11-19,30
1353,263,18:00:00,2017-08-30,50
1354,18,12:00:00,2017-09-30,35
1355,350,09:00:00,2017-09-29,45
1356,795,15:00:00,2017-11-09,30
1357,428,15:00:00,2017-09-16,45
1358,692,21:00:00,2017-11-03,40
1359,441,12:00:00,2017-11-28,35
1360,292,09:00:00,2017-08-29,50
1361,554,21:00:00,2017-12-13,35
1362,343,09:00:00,2017-12-10,30
1363,121,21:00:00,2017-11-27,40
1364,480,12:00:00,2017-12-17,30
1365,492,09:00:00,2017-10-13,40
1366,120,12:00:00,2017-09-05,20
1367,268,12:00:00,2017-08-17,25
1368,470,18:00:00,2017-12-24,30
1369,219,18:00:00,2017-11-29,20
1370,692,15:00:00,2017-08-04,40
1371,977,12:00:00,2017-08-07,35
1372,496,21:00:00,2017-12-19,20
1373,658,09:00:00,2017-11-07,25
1374,851,18:00:00,2017-11-28,25
1375,871,15:00:00,2017-09-21,45
1376,153,12:00:00,2017-11-07,50
1377,646,15:00:00,2017-11-18,30
1378,32,15:00:00,2017-10-03,45
1379,177,12:00:00,2017-11-07,30
1380,200,12:00:00,2017-08-16,50
1381,363,15:00:00,2017-09-23,20
1382,288,18:00:00,2017-08-12,45
1383,274,09:00:00,2017-11-05,40
1384,648,21:00:00,2017-08-16,30
1385,363,15:00:00,2017-11-22,20
1386,904,18:00:00,2017-08-01,25
1387,40,12:00:00,2017-08-16,40
1388,265,12:00:00,2017-10-20,35
1389,833,21:00:00,2017-08-18,35
1390,774,12:00:00,2017-12-20,50
1391,408,18:00:00,2017-12-12,25
1392,114,12:00:00,2017-10-20,40
1393,200,09:00:00,2017-09-05,50
1394,771,09:00:00,2017-12-02,20
1395,855,18:00:00,2017-10-22,35
1396,122,18:00:00,2017-08-21,20
1397,127,12:00:00,2017-11-13,40
1398,595,18:00:00,2017-10-10,45
1399,512,15:00:00,2017-08-15,50
1400,44,09:00:00,2017-10-28,40
1401,598,12:00:00,2017-08-19,40
1402,808,18:00:00,2017-12-11,35
1403,872,09:00:00,2017-11-05,45
1404,615,18:00:00,2017-11-20,40
1405,176,18:00:00,2017-09-17,35
1406,977,15:00:00,2017-09-27,45
1407,396,09:00:00,2017-09-07,25
1408,138,09:00:00,2017-08-15,30
1409,44,12:00:00,2017-12-09,45
1410,58,18:00:00,2017-12-08,50
1411,541,09:00:00,2017-10-16,40
1412,781,09:00:00,2017-12-08,30
1413,416,15:00:00,2017-09-19,45
1414,432,15:00:00,2017-09-11,40
1415,818,15:00:00,2017-09-26,25
1416,244,21:00:00,2017-10-05,40
1417,867,12:00:00,2017-10-21,45
1418,694,12:00:00,2017-12-16,30
1419,873,12:00:00,2017-11-12,20
1420,882,21:00:00,2017-12-12,50
1421,995,18:00:00,2017-09-16,50
1422,418,09:00:00,2017-10-17,40
1423,531,18:00:00,2017-08-31,20
1424,972,21:00:00,2017-10-11,45
1425,663,15:00:00,2017-08-08,40
1426,525,18:00:00,2017-09-30,50
1427,273,12:00:00,2017-11-12,25
1428,263,21:00:00,2017-09-02,20
1429,473,09:00:00,2017-11-01,35
1430,29,21:00:00,2017-08-16,50
1431,242,18:00:00,2017-12-27,40
1432,851,15:00:00,2017-11-12,40
1433,4,09:00:00,2017-10-30,40
1434,883,09:00:00,2017-09-11,30
1435,966,15:00:00,2017-10-27,25
1436,416,21:00:00,2017-11-15,45
1437,917,09:00:00,2017-09-15,35
1438,970,15:00:00,2017-12-18,20
1439,896,12:00:00,2017-08-18,45
1440,867,18:00:00,2017-10-07,30
1441,694,09:00:00,2017-12-17,40
1442,40,12:00:00,2017-08-14,25
1443,352,15:00:00,2017-11-20,20
1444,988,12:00:00,2017-12-25,50
1445,348,09:00:00,2017-10-02,30
1446,602,18:00:00,2017-12-08,50
