hall_id,capacity,availability_label,location,name_hall
683,100,YES,Apt. 336,Clarkberg
684,100,YES,Apt. 313,West Christopher
685,100,YES,Suite 748,South Steven
686,100,YES,Apt. 856,Rogerston
687,100,YES,Suite 080,North Kristinemouth
688,100,YES,Suite 696,Lake Dylanshire
689,100,YES,Apt. 172,Lake Meganton
690,100,YES,Apt. 011,Brandonside
691,100,YES,Apt. 616,Lake Shawnport
692,100,YES,Apt. 122,Whitneyburgh
693,100,YES,Suite 176,Madelinemouth
694,100,YES,Suite 083,Kennethtown
695,100,YES,Apt. 718,Kimberlyfurt
696,100,YES,Suite 105,Lake Thomas
697,100,YES,Apt. 583,South Ericside
698,100,YES,Suite 567,North Thomasland
699,100,YES,Suite 489,South Elizabeth
700,100,YES,Suite 637,Parkerstad
701,100,YES,Suite 182,Elizabethbury
702,100,YES,Suite 241,Franklinborough
703,100,YES,Suite 955,Christinechester
704,100,YES,Apt. 756,Zacharyshire
705,100,YES,Suite 582,Robertbury
706,100,YES,Apt. 457,East Laura
707,100,YES,Suite 805,Gonzalezborough
708,100,YES,Apt. 848,East Jessicahaven
709,100,YES,Suite 848,Patrickshire
710,100,YES,Suite 767,New Christopher
711,100,YES,Apt. 304,East Roberttown
712,100,YES,Apt. 182,Stephanieton
713,100,YES,Suite 956,Port Cheyenneshire
714,100,YES,Suite 342,Pamelamouth
715,100,YES,Apt. 158,Lake Katherinemouth
716,100,YES,Apt. 595,South Daisytown
717,100,YES,Suite 002,South Danielleport
718,100,YES,Suite 041,New Anthonymouth
719,100,YES,Apt. 863,Colinmouth
720,100,YES,Apt. 483,Davisberg
721,100,YES,Apt. 305,Danielport
722,100,YES,Suite 600,Port Lauratown
723,100,YES,Apt. 735,Suarezburgh
724,100,YES,Apt. 747,Ortizfort
725,100,YES,Suite 758,South Olivia
726,100,YES,Apt. 403,Port Troy
727,100,YES,Suite 551,Port John
728,100,YES,Apt. 056,West Rogerberg
729,100,YES,Suite 039,Leahhaven
730,100,YES,Apt. 507,Chambersfort
731,100,YES,Apt. 261,Johnnyfurt
732,100,YES,Apt. 789,South Steve
733,100,YES,Apt. 107,New Tiffanyfort
734,100,YES,Apt. 979,North Denise
735,100,YES,Suite 090,Robinsontown
736,100,YES,Suite 633,Lake Stephanieside
737,100,YES,Apt. 498,Sarahfort
738,100,YES,Suite 077,New Christinastad
739,100,YES,Apt. 572,Jacksonchester
740,100,YES,Apt. 712,Lewisview
741,100,YES,Apt. 978,Murrayberg
742,100,YES,Apt. 973,Brendaville
743,100,YES,Apt. 727,South Eric
744,100,YES,Suite 851,Bruceburgh
745,100,YES,Suite 295,New Jennifer
746,100,YES,Suite 746,Bowmanshire
747,100,YES,Apt. 897,Andrewside
748,100,YES,Apt. 787,Lake Robert
749,100,YES,Suite 276,Lake Valeriefurt
750,100,YES,Suite 589,Tiffanyberg
751,100,YES,Apt. 029,Kimland
752,100,YES,Suite 982,Katrinaburgh
753,100,YES,Apt. 622,North Jillburgh
754,100,YES,Apt. 941,Mitchelltown
755,100,YES,Apt. 323,New Jamestown
756,100,YES,Apt. 118,West Travisside
757,100,YES,Suite 541,Johnsontown
758,100,YES,Suite 320,Crawfordport
759,100,YES,Apt. 374,Katrinaborough
760,100,YES,Suite 041,Seanside
761,100,YES,Apt. 773,East Josephhaven
762,100,YES,Apt. 118,Sethchester
763,100,YES,Suite 331,Mirandastad
764,100,YES,Suite 925,South Joelside
765,100,YES,Suite 389,Jerryport
766,100,YES,Suite 076,Ericfurt
767,100,YES,Suite 099,Lake Richard
768,100,YES,Suite 592,Brownhaven
769,100,YES,Apt. 030,Gutierrezhaven
770,100,YES,Suite 275,Colemanport
771,100,YES,Apt. 345,North Gregorymouth
772,100,YES,Suite 045,Rayfurt
773,100,YES,Suite 165,Rodriguezland
774,100,YES,Apt. 389,North Kelly
775,100,YES,Suite 070,East Kristina
776,100,YES,Suite 715,West John
777,100,YES,Apt. 856,South James
778,100,YES,Suite 633,West Patriciaberg
779,100,YES,Suite 626,Hudsonchester
780,100,YES,Suite 674,New Amber
781,100,YES,Suite 467,Laurenshire
782,100,YES,Suite 406,New Oscar
783,100,YES,Suite 586,South Jakeside
784,100,YES,Suite 613,South Monique
785,100,YES,Apt. 695,Moralesmouth
786,100,YES,Suite 445,New David
787,100,YES,Suite 281,Booneton
788,100,YES,Suite 770,Ashleyport
789,100,YES,Suite 439,Gonzalezshire
790,100,YES,Apt. 421,Charlottefort
791,100,YES,Suite 045,Pattersonburgh
792,100,YES,Apt. 482,Clarkside
793,100,YES,Suite 869,Marshalltown
794,100,YES,Apt. 748,New Adam
795,100,YES,Suite 209,Shannonport
796,100,YES,Apt. 952,Lake David
797,100,YES,Apt. 880,Patrickchester
798,100,YES,Suite 537,Port Andrew
799,100,YES,Suite 016,Lake Andrew
800,100,YES,Apt. 791,Rebeccaport
801,100,YES,Suite 499,Marystad
802,100,YES,Suite 773,Michaeltown
803,100,YES,Apt. 090,North Michealfurt
804,100,YES,Suite 139,Warnerbury
805,100,YES,Suite 896,Wilsonburgh
806,100,YES,Suite 461,North Meaganshire
807,100,YES,Suite 303,Fishertown
808,100,YES,Suite 172,East Rebeccaberg
809,100,YES,Apt. 047,Lake Stephen
810,100,YES,Apt. 809,Adkinsshire
811,100,YES,Suite 166,Oconnellberg
812,100,YES,Suite 688,South Megan
813,100,YES,Apt. 811,Lake Joseph
814,100,YES,Suite 117,North Autumn
815,100,YES,Apt. 170,Lake Nicholasville
816,100,YES,Suite 381,West Brandon
817,100,YES,Apt. 514,Jamesmouth
818,100,YES,Suite 667,Curtistown
819,100,YES,Apt. 340,Ericmouth
820,100,YES,Suite 996,Riveraberg
821,100,YES,Suite 701,Port Alexandraview
822,100,YES,Suite 844,Mathewsfort
823,100,YES,Suite 687,Wilsonborough
824,100,YES,Apt. 731,Carterland
825,100,YES,Suite 690,Leeview
826,100,YES,Apt. 421,East Jamesfurt
827,100,YES,Apt. 947,South Danielchester
828,100,YES,Suite 968,Lake Elizabeth
829,100,YES,Apt. 045,East Cynthia
830,100,YES,Suite 320,Garciaberg
831,100,YES,Suite 708,South Jerry
832,100,YES,Apt. 348,South Tina
833,100,YES,Apt. 753,East Victoria
834,100,YES,Suite 269,Douglasfort
835,100,YES,Suite 703,Heatherfurt
836,100,YES,Apt. 655,Jeremystad
837,100,YES,Suite 217,Lake Victorstad
838,100,YES,Suite 275,New Darryl
839,100,YES,Apt. 646,Webertown
840,100,YES,Apt. 203,East Susan
841,100,YES,Suite 770,Stevenview
842,100,YES,Apt. 665,Kramerchester
843,100,YES,Suite 771,Michelleburgh
844,100,YES,Suite 241,Port Michellebury
845,100,YES,Suite 442,West Roy
846,100,YES,Apt. 658,Berghaven
847,100,YES,Suite 101,New Donaldside
848,100,YES,Apt. 893,West Rebeccafurt
849,100,YES,Suite 887,Collinsmouth
850,100,YES,Suite 811,Port Heidi
851,100,YES,Suite 395,Cisnerosmouth
852,100,YES,Apt. 157,Port Katherine
853,100,YES,Apt. 658,Tommychester
854,100,YES,Apt. 472,Port Julieberg
855,100,YES,Apt. 327,Carlamouth
856,100,YES,Suite 184,North Danielchester
857,100,YES,Apt. 991,Chavezburgh
858,100,YES,Apt. 768,Cindychester
859,100,YES,Suite 187,North Rebecca
860,100,YES,Apt. 596,South Melissahaven
861,100,YES,Apt. 564,Lake Erica
862,100,YES,Suite 048,Port Stephanie
863,100,YES,Suite 686,West Mariachester
864,100,YES,Apt. 939,Lake Colinport
865,100,YES,Apt. 292,Port Jessica
866,100,YES,Apt. 827,Allenburgh
867,100,YES,Suite 969,West Timothyberg
868,100,YES,Suite 275,Danielleborough
869,100,YES,Apt. 645,Smithshire
870,100,YES,Suite 712,Salinastown
871,100,YES,Suite 468,North Traceymouth
872,100,YES,Suite 143,Booneland
873,100,YES,Suite 136,West Phillipton
874,100,YES,Apt. 047,Port Kara
875,100,YES,Apt. 083,East Mariachester
876,100,YES,Suite 474,Grayhaven
877,100,YES,Suite 944,Kristinastad
878,100,YES,Suite 987,New Jasonberg
879,100,YES,Apt. 981,Carterburgh
880,100,YES,Suite 590,New Jenniferside
881,100,YES,Apt. 497,Billymouth
882,100,YES,Suite 286,Micheleview
883,100,YES,Suite 752,Suttonburgh
884,100,YES,Apt. 653,Johnchester
885,100,YES,Suite 296,South Kelsey
886,100,YES,Apt. 186,Glennmouth
887,100,YES,Suite 972,North Erika
888,100,YES,Suite 946,Lake Jennifer
889,100,YES,Apt. 799,New Jessicamouth
890,100,YES,Apt. 132,Alexanderhaven
891,100,YES,Apt. 804,East Sandra
892,100,YES,Apt. 540,New Christopherborough
893,100,YES,Apt. 746,Ericashire
894,100,YES,Apt. 614,Kristinstad
895,100,YES,Apt. 271,Matthewside
896,100,YES,Apt. 881,South Frank
897,100,YES,Apt. 756,East Christianmouth
898,100,YES,Suite 379,Port Jamestown
899,100,YES,Apt. 418,North Haley
900,100,YES,Suite 715,Barnestown
901,100,YES,Apt. 913,Janetside
902,100,YES,Suite 494,Prestonmouth
903,100,YES,Apt. 642,Weaverhaven
904,100,YES,Apt. 845,West Elizabethtown
905,100,YES,Suite 605,Wrightberg
906,100,YES,Apt. 638,North Jason
907,100,YES,Suite 278,Port Christina
908,100,YES,Suite 137,Port Leahview
909,100,YES,Apt. 760,Stephanieside
910,100,YES,Suite 584,Thomasport
911,100,YES,Apt. 467,South Connorport
912,100,YES,Suite 180,Kimberlystad
913,100,YES,Apt. 055,Eatonmouth
914,100,YES,Suite 948,Woodland
915,100,YES,Apt. 734,South Charleston
916,100,YES,Suite 919,West Angelatown
917,100,YES,Suite 381,Port Kelly
918,100,YES,Suite 399,Cookfort
919,100,YES,Apt. 607,Crawfordville
920,100,YES,Apt. 591,Stewartview
921,100,YES,Apt. 355,Riosbury
922,100,YES,Suite 345,Robertfurt
923,100,YES,Suite 854,Port Jamesmouth
924,100,YES,Suite 441,Flynnborough
925,100,YES,Apt. 284,Lake Marybury
926,100,YES,Suite 371,Christinemouth
927,100,YES,Suite 191,Samuelton
928,100,YES,Apt. 948,Manuelstad
929,100,YES,Suite 697,North Patriciastad
930,100,YES,Suite 848,Donaldmouth
931,100,YES,Apt. 069,Jackstad
932,100,YES,Suite 037,New Kimberlyville
933,100,YES,Apt. 141,Wilsonfort
934,100,YES,Suite 157,Jamesbury
935,100,YES,Suite 512,Padillamouth
936,100,YES,Suite 208,Amymouth
937,100,YES,Suite 673,Jeremyport
938,100,YES,Apt. 009,Justinshire
939,100,YES,Apt. 428,Morganton
940,100,YES,Apt. 617,Andrewstad
941,100,YES,Apt. 970,Romerotown
942,100,YES,Suite 321,Lawrencemouth
943,100,YES,Apt. 718,Joannaport
944,100,YES,Suite 206,Lake Annaview
945,100,YES,Suite 003,Jeremyview
946,100,YES,Apt. 798,Port Mitchell
947,100,YES,Apt. 161,Port Ronald
948,100,YES,Suite 336,West Andreastad
949,100,YES,Apt. 663,New Josephchester
950,100,YES,Apt. 452,East Isaac
951,100,YES,Apt. 213,Lewisview
952,100,YES,Suite 030,Parsonschester
953,100,YES,Suite 957,Royshire
954,100,YES,Apt. 245,West Susan
955,100,YES,Apt. 380,South Lisa
956,100,YES,Suite 452,Bridgestown
957,100,YES,Suite 896,West Ryanbury
958,100,YES,Apt. 020,Millerhaven
959,100,YES,Apt. 641,North Adam
960,100,YES,Apt. 282,Mccormickton
961,100,YES,Suite 892,Aaronside
962,100,YES,Apt. 514,Jameston
963,100,YES,Suite 276,West Stevefurt
964,100,YES,Apt. 048,West Charles
965,100,YES,Apt. 222,Lake Gina
966,100,YES,Suite 926,New Brittanyburgh
967,100,YES,Suite 031,Johnsontown
968,100,YES,Apt. 027,Mossland
969,100,YES,Suite 745,Thompsonfurt
970,100,YES,Apt. 834,West Faithhaven
971,100,YES,Suite 677,Brendashire
972,100,YES,Apt. 175,Brianbury
973,100,YES,Apt. 532,Stevenburgh
974,100,YES,Suite 698,Parsonsfort
975,100,YES,Apt. 347,Joyhaven
976,100,YES,Apt. 687,East Benjamin
977,100,YES,Suite 097,Lowerytown
978,100,YES,Apt. 443,East Scott
979,100,YES,Suite 681,Danielleport
980,100,YES,Apt. 641,North Michelle
981,100,YES,Apt. 914,West Judy
982,100,YES,Apt. 706,Rodrigueztown
983,100,YES,Suite 062,New Kristen
984,100,YES,Apt. 814,North Thomas
985,100,YES,Suite 986,South Kathleenmouth
986,100,YES,Apt. 771,New Steven
987,100,YES,Suite 217,Jonesborough
988,100,YES,Suite 030,Michaeltown
989,100,YES,Apt. 387,Lake Carly
990,100,YES,Suite 667,North Rebecca
991,100,YES,Apt. 050,East Cynthiaview
992,100,YES,Suite 390,Mayberg
993,100,YES,Apt. 835,Shawnfurt
994,100,YES,Apt. 951,North Kerryburgh
995,100,YES,Suite 204,Christinechester
996,100,YES,Suite 759,Marksberg
997,100,YES,Suite 450,Diazland
998,100,YES,Suite 159,Kevinshire
999,100,YES,Apt. 347,Navarrochester
1000,100,YES,Apt. 536,South Martin
